Pada, Artha1, Parva, Sandhi_no, Padya1
ತುದಿಕರ, ಸೊಂಡಿಲ ತುದಿ, ದ್ರೋಣ ಪರ್ವ,3,29
ತುದಿಗೊಳಿಸು, ಹರಿತವಾಗಿಸು, ಗದಾ ಪರ್ವ,10,4
ತುಬ್ಬಿನವದಿರು, ಬೇಹುಗಾರರು , ಶಲ್ಯ ಪರ್ವ,1,28, , , D8BAE0E0B8DCB6E8B6DAB8E5BA, , , , , , , , , , 
ತುಬ್ಬು, ಪತ್ತೆ. ಸುಧೆಗೊಬ್ಬು, ಕರ್ಣ ಪರ್ವ,6,31
ತುಬ್ಬು, ಉತ್ಸಾಹಿಸು, ಗದಾ ಪರ್ವ,7,16
ತುಬ್ಬು, ತಿಳಿಸು, ಕರ್ಣ ಪರ್ವ,26,50
ತುರಂಗಮವ, ಕುದುರೆಗಳನ್ನು., ದ್ರೋಣ ಪರ್ವ,3,25
ತುರಗದಳ, ಕುದುರೆ ಸೈನ್ಯ, ವಿರಾಟ ಪರ್ವ,4,49
ತುರಗಾವಳಿ, ಕುದುರೆಗಳು, ವಿರಾಟ ಪರ್ವ,5,43
ತುರು, ಗೋವು, ವಿರಾಟ ಪರ್ವ,4,37
ತುರುಗಾಹಿ, ಗೊಲ್ಲ, ಆದಿ ಪರ್ವ,19,46
ತುರುಗಾಹಿ, ದನಕಾಯುವ ಹುಡುಗರು, ವಿರಾಟ ಪರ್ವ,1,13
ತುರುಗಾಹಿ, ದನಕಾಯುವವರು, ಭೀಷ್ಮ ಪರ್ವ,1,11
ತುರುಗಿದ, ತುರುಕಿದ , ಗದಾ ಪರ್ವ,8,5, , , D8BAE5BACBB8DAB6, , , , , , , , , , 
ತುರುಗು, ಮುತ್ತಿಕೊ, ದ್ರೋಣ ಪರ್ವ,2,53
ತುರುಗು, ರಾಶಿಹಾಕು, ವಿರಾಟ ಪರ್ವ,3,37
ತುರುಗೆವೆ, ದಟ್ಟವಾದ ಕಣ್ಣಿನ ರೆಪ್ಪೆ, ಆದಿ ಪರ್ವ,13,30
ತುರುಗೊಂಬ, ದನಗಳನ್ನು ಹಿಡಿಯುವ, ವಿರಾಟ ಪರ್ವ,4,26
ತುರುಚೆ, ತುರಿಕೆ ಗಿಡ, ಆದಿ ಪರ್ವ,8,5
ತುಷಾರ, ಶೀತಳ, ಆದಿ ಪರ್ವ,5,9
ತುಷಾರ, ಇಬ್ಬನಿ, ಅರಣ್ಯ ಪರ್ವ,10,43
ತುಷಾರ, ಹನಿ, ಆದಿ ಪರ್ವ,20,13
ತುಷಾರ, ತುಂತುರು ಹನಿ, ಆದಿ ಪರ್ವ,12,15
ತುಷ್ಟ, ಸಮಾಧಾನಿ, ವಿರಾಟ ಪರ್ವ,1,10
ತುಷ್ಟ, ತೃಪ್ತ, ಆದಿ ಪರ್ವ,11,2
ತುಷ್ಟಿಯನೀತಿಯಿಂ, ಹೋಗೆ ಸಂತೆ, ಸಭಾ ಪರ್ವ,1,48
ತುಹಿನ, ಶೀತಲ, ಆದಿ ಪರ್ವ,12,15
ತೂಕಡಿಕೆ, ಜೋಮು, ಆದಿ ಪರ್ವ,9,8
ತೂಕದ, ಗೌರವದ, ಉದ್ಯೋಗ ಪರ್ವ,8,29
ತೂಗು, ತುಲನೆಮಾಡು, ಆದಿ ಪರ್ವ,13,50
ತೂಪಿರಿ, ನಿವಾಳಿಸಿ ದೃಷ್ಟಿತೆಗಿ, ಸಭಾ ಪರ್ವ,10,14
ತೂಪಿರಿ, ದೃಷ್ಟಿ ದೋಷತೆಗೆ, ಆದಿ ಪರ್ವ,4,58
ತೂಪಿರಿದು, ದೃಷ್ಟಿದೋಷವನ್ನು ತೆಗೆಯಲು ನಿವಾಳಿಸಿ, ಶಲ್ಯ ಪರ್ವ,1,33
ತೂರಂಬು, ತೂರಿಬರುವ ಬಾಣಗಳು., ಶಲ್ಯ ಪರ್ವ,2,29
ತೂರಿಸಿದ ಪಂಚಕ, ಯುದ್ಧರಂಗ, ಶಲ್ಯ ಪರ್ವ,3,15
ತೂರ್ಯತ್ರಯ, ನೃತ್ಯ ಗೀತ , ಅರಣ್ಯ ಪರ್ವ,7,94
ತೂಳ್, ಮುನ್ನಗ್ಗು , ಗದಾ ಪರ್ವ,5,1, , , D8BBED, , , , , , , , , , 
ತೂಳ್, ಅಟ್ಟು, ಗದಾ ಪರ್ವ,1,46
ತೂಳ್, ಅಕ್ರಮಿಸು, ಗದಾ ಪರ್ವ,1,52
ತೂಳ್, ಆಕ್ರಮಣ ಮಾಡು., ಸಭಾ ಪರ್ವ,9,41
ತೂಳಬರೆ, ಒಂದನ್ನೊಂದು ನೂಕಿ ಬೀಳಿಸಲು, ಭೀಷ್ಮ ಪರ್ವ,5,35
ತೂಳಿ, ಉತ್ಸಾಹದಿಂದ, ಗದಾ ಪರ್ವ,2,37
ತೂಳಿದ, ಮುಂದುವರೆದ, ಅರಣ್ಯ ಪರ್ವ,2,2
ತೂಳಿದ, ಹೊಡೆದ, ಕರ್ಣ ಪರ್ವ,27,2
ತೂಳಿದಡೆ, ವೇಗವಾಗಿ ಬಂದರೆ, ದ್ರೋಣ ಪರ್ವ,3,53
ತೂಳಿದನು, ಹಿಮ್ಮಟ್ಟಿಸಿದನು, ಶಲ್ಯ ಪರ್ವ,2,36
ತೂಳಿದರು, ಸುರಿಸಿದರು, ಭೀಷ್ಮ ಪರ್ವ,4,14
ತೂಳಿದವು, ಮುನ್ನುಗ್ಗಿದುವು, ಗದಾ ಪರ್ವ,1,6
ತೂಳಿದವು, ಆಕ್ರಮಣ ಮಾಡಿದವು , ಗದಾ ಪರ್ವ,2,14
ತೂಳಿಸು, ಅಟ್ಟು , ಗದಾ ಪರ್ವ,5,42, , , D8BBEDB8EBBA, , , , , , , , , , 
ತೂಳು, ಬೆನ್ನಟ್ಟು, ದ್ರೋಣ ಪರ್ವ,11,13
ತೂಳು, ಮುತ್ತಿಗೆ ಹಾಕು, ವಿರಾಟ ಪರ್ವ,4,48
ತೂಳು, ಓಡು, ಶಲ್ಯ ಪರ್ವ,3,37
ತೂಳುವ, ಬೆನ್ನಟ್ಟುವ, ಆದಿ ಪರ್ವ,9,14
ತೂಳುವ, ಮುಂದುವರಿಸುವ , ಗದಾ ಪರ್ವ,8,40
ತೂಳುವರೆ, ಶಬ್ದ ಮಾಡುವ `ಪರೆ'ಯೆಂಬ ರಣವಾದ್ಯ, ದ್ರೋಣ ಪರ್ವ,3,7
ತೂಳುವರೆ, ಆಕ್ರಮಣ ಸೂಚಕ ಯುದ್ಧವಾದ್ಯ, ವಿರಾಟ ಪರ್ವ,4,46
ತೂಳುವರೆ, ರೋಷಾವೇಶ ಉಂಟುಮಾಡುವ ರಣವಾದ್ಯ, ಭೀಷ್ಮ ಪರ್ವ,8,1
ತೃಣಬಾಣ, ಹುಲ್ಲಿನ ಬಾಣ, ಗದಾ ಪರ್ವ,10,22
ತೃಣವನ, ಹುಲ್ಲುಗಾವಲು, ಗದಾ ಪರ್ವ,4,50
ತೃಷ್ಣೆ, ಬಾಯಾರಿಕೆ, ವಿರಾಟ ಪರ್ವ,2,23
ತೆಂಕಣ, ದಕ್ಷಿಣ ದಿಗುತಟದ, ವಿರಾಟ ಪರ್ವ,4,10
ತೆಂಕಣ ಕಡಲ ವಳಯದ, ದಕ್ಷಿಣ ಸಮುದ್ರ ತೀರದವರೆಗಿನ, ಸಭಾ ಪರ್ವ,5,0
ತೆಂಕದೆಸೆ, ದಕ್ಷಿಣ ದಿಕ್ಕು, ವಿರಾಟ ಪರ್ವ,1,10
ತೆಕ್ಕವರಿ, ಒತ್ತೊತ್ತಾಗಿ ಸಾಗು, ವಿರಾಟ ಪರ್ವ,7,50
ತೆಕ್ಕೆ, ಸಮೂಹ, ಸಭಾ ಪರ್ವ,1,14
ತೆಕ್ಕೆ, ಆಲಿಂಗನ, ಆದಿ ಪರ್ವ,3,21
ತೆಕ್ಕೆ, ಚೆಕ್ಕೆ, ಭೀಷ್ಮ ಪರ್ವ,1,47
ತೆಕ್ಕೆ ಗೋಲು, ಜೋಡುಬಾಣ, ಭೀಷ್ಮ ಪರ್ವ,4,78
ತೆಕ್ಕೆಗಟ್ಟಿತು, ಜತೆಗೂಡಿದರು, ಭೀಷ್ಮ ಪರ್ವ,9,18
ತೆಕ್ಕೆಗೆಡೆ, ಒಟ್ಟಾಗಿ ಸಾಯಿ, ದ್ರೋಣ ಪರ್ವ,5,3
ತೆಕ್ಕೆವರಿಗೆ, ಒಂದು ಬಗೆ ಗುರಾಣಿ, ಭೀಷ್ಮ ಪರ್ವ,4,26
ತೆಗಸು, ಬಿಡಿಸಿಕೊಂಡು, ಕರ್ಣ ಪರ್ವ,4,6
ತೆಗಹಿನ ತೋಳ, ಸೆಳೆದ ತೋಳಿನ, ಭೀಷ್ಮ ಪರ್ವ,4,14
ತೆಗೆದರು, ದೂರಸರಿಸಿದರು, ಭೀಷ್ಮ ಪರ್ವ,9,7
ತೆಗೆದವು, ಹಿಂದೆಗೆದವು , ಗದಾ ಪರ್ವ,6,33
ತೆಗೆದುದು, ವ್ಯಾಪಿಸಿತು, ಸಭಾ ಪರ್ವ,1,1
ತೆಗೆದುದು, ಅಡಗಿಹೋಯಿತು, ಭೀಷ್ಮ ಪರ್ವ,4,11
ತೆಗೆದೋಟಕೆ, ಹಿಂತೆಗೆದು ಓಡಲು, ಭೀಷ್ಮ ಪರ್ವ,5,16
ತೆಗೆದೋಡಿತು, ದೌಡಾಯಿಸಿತು, ಭೀಷ್ಮ ಪರ್ವ,5,10
ತೆಗೆಸು, ಕಳುಹಿಸು., ಆದಿ ಪರ್ವ,10,14
ತೆಗೆಸು, ಕಿತ್ತುಹಾಕು, ವಿರಾಟ ಪರ್ವ,7,19
ತೆಗೆಹಿನ, ತೆಗೆದ, ಭೀಷ್ಮ ಪರ್ವ,8,40
ತೆತ್ತ ಕಾಳಗಕೆ, ಹೂಡಿದ ಯುದ್ಧದಲ್ಲಿ, ಭೀಷ್ಮ ಪರ್ವ,3,34
ತೆತ್ತನವ ಸರ್ವಸ್ವವನು, ಆ ನೀಲ ಪುರದ ಅರಸ ಸಹದೇವನಿಗೆ ಸರ್ವಸ್ವವನ್ನು ಕೊಟ್ಟುಬಿಟ್ಟ ಅಲ್ಲದೆ ತಾನೆತ್ತಿ ಬಂದನು ಕೂಡೆ, ಸಭಾ ಪರ್ವ,5,19
ತೆತ್ತಿಗ, ಮಿತ್ರ, ಸಭಾ ಪರ್ವ,2,109
ತೆತ್ತಿಗ, ನಂಟ, ದ್ರೋಣ ಪರ್ವ,4,2
ತೆತ್ತಿಗ, ಜವಾಬ್ದಾರ, ಗದಾ ಪರ್ವ,1,8
ತೆತ್ತಿಗ, ರಕ್ಷಕ, ವಿರಾಟ ಪರ್ವ,8,51
ತೆತ್ತಿಗ, ಹೊಣೆಗಾರ, ಸಭಾ ಪರ್ವ,10,30
ತೆತ್ತಿಗ, ತನ್ನನ್ನೇ ಕೊಟ್ಟುಕೊಂಡಿರುವವನು, ಗದಾ ಪರ್ವ,6,14
ತೆತ್ತಿಗ, ದಾಸ, ಕರ್ಣ ಪರ್ವ,27,30
ತೆತ್ತಿಗರ, ಋಣಿಗಳ, ದ್ರೋಣ ಪರ್ವ,2,69
ತೆತ್ತಿಗರು, ಆಪ್ತರು, ಗದಾ ಪರ್ವ,1,46
ತೆತ್ತಿದವು, ತುಂಬಿಕೊಂಡವು, ದ್ರೋಣ ಪರ್ವ,4,12
ತೆತ್ತಿಸಿದನು, ಹೊಡೆದನು, ದ್ರೋಣ ಪರ್ವ,3,75
ತೆತ್ತಿಸಿದೆನು, ನಾಟಿಸಿದೆನು, ಅರಣ್ಯ ಪರ್ವ,12,37
ತೆತ್ತಿಸು, ಸೇರಿಸು, ಗದಾ ಪರ್ವ,1,8
ತೆತ್ತಿಸು, ಸೇರಿಸು , ಗದಾ ಪರ್ವ,4,53, , , D8BDD8D8B8EBBA, , , , , , , , , , 
ತೆತ್ತಿಸು, ನಾಟು, ಗದಾ ಪರ್ವ,2,17, , , D8BDD8D8B8EBBA, , , , , , , , , , 
ತೆತ್ತಿಸು, ನಾಟಿಸು, ಕರ್ಣ ಪರ್ವ,26,5
ತೆತ್ತಿಸು, ನಟಿಸು, ಕರ್ಣ ಪರ್ವ,13,16
ತೆತ್ತಿಸು, ಅಂಟಿಸು, ವಿರಾಟ ಪರ್ವ,8,65
ತೆತ್ತಿಹ, ಕೊಟ್ಟು ಕೊಂಡಿರುವ, ಉದ್ಯೋಗ ಪರ್ವ,1,0
ತೆತ್ತೀಸ, ಮುವ್ವತ್ತಮೂರು, ಅರಣ್ಯ ಪರ್ವ,13,64
ತೆತ್ತೀಸುಕೋಟಿ, ಮೂವತ್ತು ಮೂರು ಕೋಟಿ, ಆದಿ ಪರ್ವ,20,56
ತೆತ್ತುದ, ಸಂಖ್ಯೆಯನು, ಸಭಾ ಪರ್ವ,4,5
ತೆತ್ತುದು, ಸಂಭವಿಸಿದೆ ಉಂಟಾಗಿದೆ, ವಿರಾಟ ಪರ್ವ,5,40
ತೆತ್ತುದು (ತತ್ತುದು), ಉಂಟಾಯಿತು, ಭೀಷ್ಮ ಪರ್ವ,2,32
ತೆನೆ, ಕೋಟೆ ಗೋಡೆಯ ಉನ್ನತ ಭಾಗ, ಆದಿ ಪರ್ವ,15,42
ತೆಬ್ಬು, ಬಿಲ್ಲಿನಹೆದೆ., ಶಲ್ಯ ಪರ್ವ,3,52
ತೆರಪು, ಖಾಲಿ ಜಾಗ, ಗದಾ ಪರ್ವ,9,42
ತೆರಹಾಯ್ತು, ಅವಕಾಶವಾಯಿತು, ಭೀಷ್ಮ ಪರ್ವ,5,9
ತೆರಹು, ಬಿಡುವು, ಗದಾ ಪರ್ವ,7,33
ತೆರಹು, ಜಾಗಬಿಡಿಸುವುದು, ಗದಾ ಪರ್ವ,9,14
ತೆರಹು, ತೆರವು, ಗದಾ ಪರ್ವ,6,27
ತೆರಹು, ತೆರವಾದಸ್ಥಳ, ಗದಾ ಪರ್ವ,4,16
ತೆರಹುಗುಡದ, ಎಟುಕದ, ಭೀಷ್ಮ ಪರ್ವ,7,16
ತೆರಹುಗೊಡು, ಜಾಗಬಿಟ್ಟುಕೊಡು, ಗದಾ ಪರ್ವ,8,53
ತೆರಹುಗೊಡು, ಈ ಸ್ಥಳವನ್ನು ತೆರವು ಮಾಡು , ಗದಾ ಪರ್ವ,3,41
ತೆರಳಿಕೆ, ತೆರಳುವಿಕೆ, ದ್ರೋಣ ಪರ್ವ,5,17
ತೆರಳಿಕೆ, ಚಲನೆ, ವಿರಾಟ ಪರ್ವ,5,9
ತೆರಳಿಕೆಯ ಮಾಡಿದನು, ಬುಡಸಮೇತ ದೂರಕ್ಕೆ ಓಡಿಸಿಬಿಟ್ಟನು. ಮೂಡಲು ಹರಿದು, ಸಭಾ ಪರ್ವ,4,9
ತೆರಳಿಚು, ಹಿಂದಕ್ಕೆ ಕಳಿಸು, ಶಲ್ಯ ಪರ್ವ,3,76
ತೆರಳಿಚು, ಅಲುಗಾಡಿಸು, ವಿರಾಟ ಪರ್ವ,6,38
ತೆರಳುವನೆ, ರಣರಂಗ ಬಿಟ್ಟು ಸರಿವನೆ, ಭೀಷ್ಮ ಪರ್ವ,6,18
ತೆರಿಸು, ಕಪ್ಪ ತೆರುವಂತೆ ಮಾಡು, ಸಭಾ ಪರ್ವ,2,27
ತೆರು, ಕೊಡು, ಆದಿ ಪರ್ವ,10,12
ತೆರೆದೆರಸು, ? ಚಾಪ, ವಿರಾಟ ಪರ್ವ,8,49
ತೆರೆವೆರೆ, ಅಲೆಗಳು ಒಂದನ್ನೊಂದು ಸೇರಿದಾಗ, ಆದಿ ಪರ್ವ,7,2
ತೆಲ್ಲಟಿ, ಒಂದನ್ನು ಕೊಟ್ಟಾಗ ಅದರೊಂದಿಗೆ ಮತ್ತೊಂದು ವಸ್ತುವನ್ನು ಉಚಿತವಾಗಿ ಕೊಡುವುದು, ಗದಾ ಪರ್ವ,1,50
ತೆವರಿಸು, ಧ್ವಂಸ ಮಾಡು, ಗದಾ ಪರ್ವ,2,32
ತೆವರು, ದಿನ್ನೆ, ಉದ್ಯೋಗ ಪರ್ವ,3,99
ತೆವರು, ದಿಣ್ಣೆ, ಭೀಷ್ಮ ಪರ್ವ,5,9
ತೆವರು, ದಿಣ್ಣೆ , ಅರಣ್ಯ ಪರ್ವ,11,27
ತೆವರು, ದೋಚು, ವಿರಾಟ ಪರ್ವ,5,18
ತೆವರುವ, ಒಟ್ಟಾಗಿ ನಡೆಸುವ, ದ್ರೋಣ ಪರ್ವ,3,24
ತೆಳುವಸಿರು, ತೆಳುವಾದ ಬಸಿರು, ಗದಾ ಪರ್ವ,10,14
ತೆಳುವಸುರ, ತೆಳ್ಳಗಿರುವ ಹೊಟ್ಟೆಯ, ದ್ರೋಣ ಪರ್ವ,7,12
ತೇಂಕಾಡು, ತೇಲಾಡು, ಭೀಷ್ಮ ಪರ್ವ,10,13
ತೇಕಾಡು, ತೇಲು, ದ್ರೋಣ ಪರ್ವ,5,11
ತೇಕಿ, ಬಳಲಿ., ಉದ್ಯೋಗ ಪರ್ವ,5,13
ತೇಕು, ತೇಲು, ಆದಿ ಪರ್ವ,19,9
ತೇಜ, ರಕ್ಷಿಸುವ ಶಕ್ತಿ, ಭೀಷ್ಮ ಪರ್ವ,6,45
ತೇಜ, ಘನತೆ, ಉದ್ಯೋಗ ಪರ್ವ,9,67
ತೇಜಃಪುಂಜ, ತೇಜಸ್ಸಿನ ರಾಶಿ, ಆದಿ ಪರ್ವ,16,61
ತೇರಯ್ಸು, ಒಟ್ಟಾಗು, ಕರ್ಣ ಪರ್ವ,19,1
ತೇರುಗಳು, ರಥಗಳು, ಭೀಷ್ಮ ಪರ್ವ,6,2
ತೇರೈಸು, ಓಡಿಹೋಗು, ಕರ್ಣ ಪರ್ವ,26,37
ತೈಲಲೇಪನದ, ಎಣ್ಣೆಯನ್ನು ಸವರಿದ್ದ, ಶಲ್ಯ ಪರ್ವ,3,65
ತೊಂಡಿನೋಲೆಕಾರತನ, ಬಿಡುಬೀಸು ಮಾತಾಡುವ ಕಲೆ, ಕರ್ಣ ಪರ್ವ,16,13
ತೊಂಡುಗೇಡು, ದುಷ್ಟತನ ಖಂಡಶೌರ್ಯ, ಕರ್ಣ ಪರ್ವ,13,46
ತೊಟ್ಟನೆ, ಒಂದೇ ಸಮನೆ, ಭೀಷ್ಮ ಪರ್ವ,3,38
ತೊಟ್ಟಳಿಕೆ, ಅಸ್ತಿತ್ವ, ಕರ್ಣ ಪರ್ವ,20,2
ತೊಡಕಾಯಿತು, ಅಡ್ಡಗಟ್ಟುವಂತಾಯಿತು, ಭೀಷ್ಮ ಪರ್ವ,5,40
ತೊಡಕಿ, ಎದುರಿಸಿ, ದ್ರೋಣ ಪರ್ವ,1,56
ತೊಡಕು, ಸೆಣಸು, ಆದಿ ಪರ್ವ,10,31
ತೊಡಕು, ಸಿಕ್ಕು, ವಿರಾಟ ಪರ್ವ,5,32
ತೊಡಕು, ಯುದ್ಧಕ್ಕೆ ತೊಡಗು, ಕರ್ಣ ಪರ್ವ,19,23
ತೊಡಕು, ಎದುರು ಹಾಕಿಕೊ, ವಿರಾಟ ಪರ್ವ,5,21
ತೊಡಗಿ, ಪ್ರಾರಂಭಿಸಿ, ಗದಾ ಪರ್ವ,13,1
ತೊಡಗು, ಸೆಣಸು, ಆದಿ ಪರ್ವ,10,32
ತೊಡಚಿ, ಹೂಡಿ, ಭೀಷ್ಮ ಪರ್ವ,6,24
ತೊಡಚಿ, ತೊಡಿಸಿ, ದ್ರೋಣ ಪರ್ವ,3,21
ತೊಡಚು, ಬಾಣ ಹೂಡು, ಕರ್ಣ ಪರ್ವ,14,37
ತೊಡಚು, ಪ್ರಯೋಗಿಸು, ಅರಣ್ಯ ಪರ್ವ,12,46
ತೊಡಚು, ಹೂಡು, ಅರಣ್ಯ ಪರ್ವ,13,9
ತೊಡಚು, ತೊಡು, ಕರ್ಣ ಪರ್ವ,23,27
ತೊಡಬೆ, ಬೆಸುಗೆ, ದ್ರೋಣ ಪರ್ವ,18,19
ತೊಡಬೆ, ರಾಶಿ., ದ್ರೋಣ ಪರ್ವ,2,81
ತೊಡಬೆ, ತೊಟ್ಟು, ಕರ್ಣ ಪರ್ವ,1,13
ತೊಡರ, ತೊಟ್ಟ ಆಭರಣಗಳ, ದ್ರೋಣ ಪರ್ವ,1,14
ತೊಡರಂಕಣಿ, ಆನೆಯನ್ನು ಹತ್ತಲು ಕಟ್ಟಿದ್ದ ಬಳೆ, ದ್ರೋಣ ಪರ್ವ,3,2
ತೊಡರು, ಭೂಷಣ, ಭೀಷ್ಮ ಪರ್ವ,2,3
ತೊಡರು, ಬಿರುದಿನ ಕಂಕಣ À, ಕರ್ಣ ಪರ್ವ,1,18
ತೊಡರು, ಕಾಲಿನ ಬಳೆ, ಆದಿ ಪರ್ವ,14,21
ತೊಡರು, ಕಾಲಿನ ಬಿರುದಿನ ಬಳೆ, ಆದಿ ಪರ್ವ,14,8
ತೊಡರುಗಟ್ಟುವ, ಪ್ರತಿಭಟಿಸುವ, ಭೀಷ್ಮ ಪರ್ವ,5,21
ತೊಡಹು, ಸೇರಿಕೆ, ಆದಿ ಪರ್ವ,19,37
ತೊಡಿಗೆ, ಅಲಂಕಾರದ ಆಭರಣ, ವಿರಾಟ ಪರ್ವ,3,83
ತೊಡೆ, ಹೋಗಲಾಡಿಸು, ವಿರಾಟ ಪರ್ವ,2,56
ತೊಡೆವೆನು, ನಾಶಮಾಡುವೆನು., ಉದ್ಯೋಗ ಪರ್ವ,6,28
ತೊಡೆಹದ, ಲೇಪನಗೊಂಡ, ದ್ರೋಣ ಪರ್ವ,13,46
ತೊತ್ತಳ ತುಳಿ, ಕಾಲಿನಿಂದ ಚೆನ್ನಾಗಿ ತುಳಿ, ಭೀಷ್ಮ ಪರ್ವ,4,66
ತೊತ್ತಳದುಳಿ, ತುಳಿದು ದಾಳಿ ಮಾಡು, ವಿರಾಟ ಪರ್ವ,1,26
ತೊತ್ತಿರು, ಸೇವಕಿಯರು, ವಿರಾಟ ಪರ್ವ,2,37
ತೊದಲ್, ತಪ್ಪಾಗುವಿಕೆ, ಆದಿ ಪರ್ವ,16,7
ತೊನೆ, ತೂಗು, ವಿರಾಟ ಪರ್ವ,8,83
ತೊರಳೆ, ಪಿತ್ತಕೋಶ, ದ್ರೋಣ ಪರ್ವ,16,11
ತೊಲಗುಗು, ತೊಲಗುತ್ತದೆ, ವಿರಾಟ ಪರ್ವ,2,21
ತೊಳಗಿ, ಹೊಳೆ, ಆದಿ ಪರ್ವ,8,9
ತೊಳಗಿಬೆಳಗುವ, ಅತಿಯಾಗಿ ಪ್ರಕಾಶಿಸುವ, ಆದಿ ಪರ್ವ,13,13
ತೊಳತೊಳಗುವ, ಪ್ರಕಾಶಿಸುವ, ಗದಾ ಪರ್ವ,9,28
ತೊಳಲಿ, ಬಳಲಿ, ಭೀಷ್ಮ ಪರ್ವ,3,38
ತೊಳಲಿ, ಅಲೆದಾಡಿ, ಭೀಷ್ಮ ಪರ್ವ,3,41
ತೊಳಲಿದು, ಸಂಚರಿಸಿ, ವಿರಾಟ ಪರ್ವ,9,40
ತೊಳಲು, ಓಡಾಡು, ವಿರಾಟ ಪರ್ವ,1,8
ತೊಳಲುವ, ಅಲೆದಾಡುವ, ಉದ್ಯೋಗ ಪರ್ವ,8,10
ತೊಳಸು, ಕಾಟ, ಸಭಾ ಪರ್ವ,2,18
ತೋಕು, ಪ್ರಯೋಗಿಸು , ಗದಾ ಪರ್ವ,1,28, , , D8C2C9BA, , , , , , , , , , 
ತೋಕು, ಕಲಕು, ಅರಣ್ಯ ಪರ್ವ,19,16
ತೋಚು, ದೋಚು, ಉದ್ಯೋಗ ಪರ್ವ,4,98
ತೋಟಿ, ಕಲಹ, ಅರಣ್ಯ ಪರ್ವ,19,1
ತೋಟಿ, ತೊಳಲಾಟ, ಅರಣ್ಯ ಪರ್ವ,15,23
ತೋಟಿಕಾರರು, ಯುದ್ಧ ವೀರರು, ಭೀಷ್ಮ ಪರ್ವ,4,26
ತೋದ, ತೋಯ್ದ ನನೆದ, ಗದಾ ಪರ್ವ,3,11
ತೋದುದು, ನೆನೆಯಿತು., ದ್ರೋಣ ಪರ್ವ,5,55
ತೋಪು, ಮರಗಳ ಗುಂಪು, ಆದಿ ಪರ್ವ,11,17
ತೋಮರ, ಈಟಿಯಂಥ ಒಂದು ಆಯುಧ, ವಿರಾಟ ಪರ್ವ,4,32
ತೋಮರ, ತುದಿಯಲ್ಲಿ ಮೊನಚಾದ ಈಟಿಯಂಥ ಆಯುಧ, ಭೀಷ್ಮ ಪರ್ವ,1,64
ತೋರ, ದಪ್ಪÀ, ಭೀಷ್ಮ ಪರ್ವ,3,18
ತೋರಹತ್ತ, ದೀರ್ಘಬಾಹು, ದ್ರೋಣ ಪರ್ವ,15,51
ತೋರಹತ್ತ, ಬಲಿಷ್ಠರಾದ ಕೈಗಳುಳ್ಳವರು., ಸಭಾ ಪರ್ವ,2,101
ತೋರಹತ್ತ, ಕಡುಗಲಿ, ಉದ್ಯೋಗ ಪರ್ವ,11,28
ತೋರು, ಕಾಣಿಸು, ಆದಿ ಪರ್ವ,9,23
ತೋಹಿನಲಿ, ಗುರಿ , ಗದಾ ಪರ್ವ,1,11
ತೋಹು, ಮುತ್ತಿಗೆ, ಕರ್ಣ ಪರ್ವ,17,32
ತೋಹು, ಮೋಹ, ಉದ್ಯೋಗ ಪರ್ವ,3,47
ತೋಹು, ತೋಪು, ಸಭಾ ಪರ್ವ,2,78
ತೋಹು, ತೋಪು (ಸಮೂಹ), ವಿರಾಟ ಪರ್ವ,7,47
ತೋಳತೀಟೆ, ತೋಳಿನ ಚಪಲ, ಭೀಷ್ಮ ಪರ್ವ,1,60
ತೋಳದಂತೆ ಮತ್ತು ತೋಳದಂತಹ ಅಪಾರ ಹಸಿವನ್ನುಳ್ಳವನು ಎಂದು ಅರ್ಥ) ಆಪನಿತ, ಸಾಧ್ಯವಾದಷ್ಟನ್ನು, ಗದಾ ಪರ್ವ,8,34
ತೋಳಬಂದಿ, ತೋಳಿಗೆ ಹಾಕುವ ಬಳೆಯಂತಹ ಆಭರಣ, ಗದಾ ಪರ್ವ,11,19
ತೋಳುಗುತ್ತು, ತೋಳನ್ನೇ ಮನೆಯಾಗಿಸಿಕೊಂಡಿರುವ (ಗುತ್ತು, ಗದಾ ಪರ್ವ,3,28
ತ್ರಸರ, ಮೂರು ಎಳೆಯ ಸರ, ಆದಿ ಪರ್ವ,13,32
ತ್ರಿಕಟುಕ, ಶುಂಠಿ, ಕರ್ಣ ಪರ್ವ,12,18, , , D8E5B8C9B6D3BAC9B6, , , , , , , , , , 
ತ್ರಿಗರ್ತ, ಇದು ವಿರಾಟನ ರಾಜ್ಯದ ನೆರೆರಾಜ್ಯ. ಈ ರಾಜ್ಯವನ್ನು ಕೀಚಕ ನಾಶಪಡಿಸಿದ್ದ, ವಿರಾಟ ಪರ್ವ,4,4
ತ್ರಿದಶರು, ದೇವತೆಗಳು , ಗದಾ ಪರ್ವ,7,4, , , ಯೌವನವೆಂಬ ಮೂರುಸ್ಥಿತಿಗಳಿಲ್ಲದವರು,   ಮುಪ್ಪಿಲ್ಲದವರು, D8E5B8DAB6E9B6E5BA, , , , , , , , 
ತ್ರೈಲೋಕ್ಯ ವಿಜಯಿಗಳು, ಮೂರೂಲೋಕ ಗೆದ್ದವರು, ಭೀಷ್ಮ ಪರ್ವ,7,20
ತ್ವರಿತದಲಿ, ಆತುರವಾಗಿ , ಗದಾ ಪರ್ವ,8,54
